title,company,location,salary,skills,link,source
Interior Designer,SNS Designs,Bangalore,"₹ 3,00,000 - 3,60,000","Adobe Photoshop, AutoCAD, Enscape, Google SketchUp, MS-Office, Sketching, V-Ray",https://internshala.com/job/detail/interior-designer-job-in-bangalore-at-sns-designs1745314167,Internshala
Cinematographer,Wish A Brand,Delhi,"₹ 3,00,000 - 3,60,000","Photography, Video Making,",https://internshala.com/job/detail/cinematographer-job-in-delhi-at-wish-a-brand1745314113,Internshala
MOTHER TEACHER (PRE-PRIMARY TEACHER),Hustlr Staffing Services,Agra,"₹ 3,00,000 - 3,60,000","Classroom Management, Curriculum Development, Effective Communication, Interpersonal skills, Teaching",https://internshala.com/job/detail/mother-teacher-pre-primary-teacher-job-in-agra-at-hustlr-staffing-services1745311635,Internshala
Content Creator,Aya's,Noida,"₹ 3,00,000 - 3,60,000","Content Editing, Content Marketing, Photography, Social Media Marketing,   ",https://internshala.com/job/detail/fresher-male-content-creator-job-in-noida-at-ayas1745299679,Internshala
React Developer,ONE XL INFO LLP,Pune,"₹ 3,00,000 - 3,60,000","CSS, HTML, React, Redux, REST API",https://internshala.com/job/detail/react-developer-job-in-pune-at-one-xl-info-llp1745226182,Internshala
UI/UX Designer,ONE XL INFO LLP,Pune,"₹ 3,00,000 - 3,60,000","Adobe XD, Figma, Sketch, UI & UX Design",https://internshala.com/job/detail/ui-ux-designer-job-in-pune-at-one-xl-info-llp1745219900,Internshala
Web Developer,ONE XL INFO LLP,Pune,"₹ 3,00,000 - 3,60,000","CSS, Git, HTML, JavaScript, MongoDB, Node.js, SQL",https://internshala.com/job/detail/web-developer-job-in-pune-at-one-xl-info-llp1745219792,Internshala
Corporate Sales Executive,GRNconnect.com,Faridabad,"₹ 3,00,000 - 3,60,000","Effective Communication, Email Management,   ",https://internshala.com/job/detail/corporate-sales-executive-job-in-multiple-locations-at-grnconnectcom1744971820,Internshala
Sales & Business Development Executive,Taabur,Delhi,"₹ 3,00,000 - 3,60,000","Business Development, Client Relationship Management (CRM), Effective Communication, English Proficiency (Spoken), Interpersonal skills, Lead Generation, Marketing, Sales, Sales Management, Sales Strategy, Sales Support",https://internshala.com/job/detail/sales-business-development-executive-job-in-multiple-locations-at-taabur1744968117,Internshala
Landing Page,Growthify Media,Gurgaon,"₹ 3,00,000 - 3,60,000",Figma,https://internshala.com/job/detail/landing-page-job-in-gurgaon-at-growthify-media1744952388,Internshala
Senior Designer - Sales Page,Growthify Media,Gurgaon,"₹ 3,00,000 - 3,60,000","Conversion Rate Optimization, Design Thinking, Figma, WordPress",https://internshala.com/job/detail/senior-designer-sales-page-job-in-gurgaon-at-growthify-media1744889910,Internshala
Graphic Designer,Children Of India Foundation (CIF),Bangalore,"₹ 3,00,000 - 3,60,000","Adobe Photoshop, CorelDRAW, Video Editing,",https://internshala.com/job/detail/graphic-designer-job-in-bangalore-at-children-of-india-foundation-cif1744887768,Internshala
Influencer Marketing Executive,WYLD,Mumbai,"₹ 3,00,000 - 3,60,000","Effective Communication, Influencer Marketing, Social Media Marketing,",https://internshala.com/job/detail/influencer-marketing-executive-job-in-mumbai-at-wyld1744885827,Internshala
Management Trainee- Exim (Export & Import Documentation),Ravileela Granites Limited,Secunderabad,"₹ 3,00,000 - 3,60,000","Digital Marketing, Interpersonal skills,",https://internshala.com/job/detail/management-trainee-exim-export-import-documentation-job-in-secunderabad-at-ravileela-granites-limited1744705956,Internshala
Digital Marketing Associate,Shake My Social,Thane West,"₹ 3,00,000 - 3,60,000","Digital Marketing, Facebook Ads, Facebook Marketing, Google AdWords, Google Analytics, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO)",https://internshala.com/job/detail/digital-marketing-associate-job-in-thane-west-at-shake-my-social1744698892,Internshala
Business Development Associate,TCJ Realty,Mumbai,"₹ 3,00,000 - 3,60,000","English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing, Web development",https://internshala.com/job/detail/business-development-associate-job-in-mumbai-at-tcj-realty1744622187,Internshala
Junior Motion Graphics Executive,Pentableu,Mumbai,"₹ 3,00,000 - 3,60,000","Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Animation, Video Editing, Video Making,",https://internshala.com/job/detail/junior-motion-graphics-executive-job-in-mumbai-at-pentableu1744605589,Internshala
Business Development Executive,INFRA ENGINEERS INDIA PVT LTD,Chennai,"₹ 3,00,000 - 3,60,000","Client Relationship Management (CRM), English Proficiency (Spoken), Field Sales, Market research, MS-Excel, MS-Office, Sales, Sales Management, Sales Strategy, Sales Support",https://internshala.com/job/detail/business-development-executive-job-in-chennai-at-infra-engineers-india-pvt-ltd1744352019,Internshala
Business Development Associate,UniAcco,Delhi,"₹ 3,00,000 - 3,60,000","Business Development, English Proficiency (Spoken), English Proficiency (Written), Sales, Sales Strategy,   ",https://internshala.com/job/detail/fresher-business-development-associate-job-in-multiple-locations-at-uniacco1744287790,Internshala
UI/UX Designer,Agrex Technologies Private Limited,Delhi,"₹ 3,00,000 - 3,60,000","Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe XD, Figma, Sketch, UI & UX Design, User Interface (UI) Development, Wireframing",https://internshala.com/job/detail/ui-ux-designer-job-in-delhi-at-agrex-technologies-private-limited1744278346,Internshala
Export & Compliance Executive,Gigart Solutions Private Limited,Chennai,"₹ 3,00,000 - 3,60,000","GST, MS-Excel, MS-Office",https://internshala.com/job/detail/export-compliance-executive-job-in-chennai-at-gigart-solutions-private-limited1744211935,Internshala
Business Development Executive,UniAcco,Delhi,"₹ 3,00,000 - 3,60,000","Effective Communication, English Proficiency (Spoken), English Proficiency (Written),",https://internshala.com/job/detail/fresher-business-development-executive-job-in-multiple-locations-at-uniacco1744185647,Internshala
Corporate Sales Executive,Ginseng Hotels,Delhi,"₹ 3,00,000 - 3,60,000","Computer skills, Multitasking, Sales Management, Sales Strategy, Time Management",https://internshala.com/job/detail/corporate-sales-executive-job-in-delhi-at-ginseng-hotels1744182798,Internshala
Revenue And Invoice Associate,LawSikho,Work from home,"₹ 3,00,000 - 3,60,000","Accounting, Finance,",https://internshala.com/job/detail/remote-revenue-and-invoice-associate-job-at-lawsikho1744111063,Internshala
Corporate Sales Executive,Regal Event And Decor,Agra,"₹ 3,00,000 - 3,60,000","Client Relationship Management (CRM), Computer skills, Effective Communication, English Proficiency (Spoken), Event Management, Hindi Proficiency (Spoken), Lead Generation, Microsoft 365",https://internshala.com/job/detail/corporate-sales-executive-job-in-agra-at-regal-event-and-decor1744105130,Internshala
Customer Support Executive,CashBook,Bangalore,"₹ 3,00,000 - 3,60,000","Client Interaction, Customer Support, English Proficiency (Spoken), Hindi Proficiency (Spoken)",https://internshala.com/job/detail/customer-support-executive-job-in-bangalore-at-cashbook1744094530,Internshala
Business Development And Client Servicing Executive,Indian School Of Media,Mumbai,"₹ 3,00,000 - 3,60,000","English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office",https://internshala.com/job/detail/fresher-business-development-and-client-servicing-executive-job-in-mumbai-at-indian-school-of-media1744025358,Internshala
Real Estate Sales Executive  Outbound,Planet Green Infra Private Limited,Hyderabad,"₹ 3,00,000 - 3,60,000",N/A,https://internshala.com/job/detail/real-estate-sales-executive-outbound-job-in-hyderabad-at-planet-green-infra-private-limited1746491424,Internshala
Retail Outlet Incharge - Power Sales,Gamut HR Solutions,Warangal,"₹ 3,00,000 - 3,60,000",N/A,https://internshala.com/job/detail/retail-outlet-incharge-power-sales-job-in-warangal-at-gamut-hr-solutions1746491415,Internshala
Last Mile Delivery Executive,Aces Global Consulting Pvt Ltd,Delhi,"₹ 3,00,000 - 3,60,000",N/A,https://internshala.com/job/detail/last-mile-delivery-executive-job-in-delhi-at-aces-global-consulting-pvt-ltd1746059421,Internshala
Admission Counselor At Miraj,Podar Education Network,Miraj,"₹ 3,00,000 - 3,60,000",N/A,https://internshala.com/job/detail/admission-counselor-at-miraj-job-in-miraj-at-podar-education-network1745454620,Internshala
Sales & Purchase Executive,Aces Global Consulting Pvt Ltd,Greater Noida,"₹ 3,00,000 - 3,60,000",N/A,https://internshala.com/job/detail/sales-purchase-executive-job-in-greater-noida-at-aces-global-consulting-pvt-ltd1745022625,Internshala
Account Executive,Aces Global Consulting Pvt Ltd,Greater Noida,"₹ 3,00,000 - 3,60,000",N/A,https://internshala.com/job/detail/account-executive-job-in-greater-noida-at-aces-global-consulting-pvt-ltd1745022625,Internshala
Chartering Executive,SC Lines Shipping & Logistics Pvt Ltd.,Navi Mumbai,"₹ 3,00,000 - 3,60,000",N/A,https://internshala.com/job/detail/chartering-executive-job-in-navi-mumbai-at-sc-lines-shipping-logistics-pvt-ltd1745022623,Internshala
Telecaller,Marvel Lamps,Bangalore,"₹ 3,00,000 - 3,60,000",N/A,https://internshala.com/job/detail/fresher-telecaller-job-in-bangalore-at-marvel-lamps1743553818,Internshala
Accountant,Zeet Hr Consultancy Services,N/A,"₹ 3,00,000 - 3,60,000",N/A,https://internshala.com/job/detail/accountant-job-in-multiple-locations-at-zeet-hr-consultancy-services1742949017,Internshala
Procurement Store Executive - Construction,Gamut HR Solutions,Hyderabad,"₹ 3,00,000 - 3,60,000",N/A,https://internshala.com/job/detail/procurement-store-executive-construction-job-in-hyderabad-at-gamut-hr-solutions1742776220,Internshala
International Sales Specialist,Paresha HR Service PVT LTD,Coimbatore,"₹ 3,00,000 - 3,60,000",N/A,https://internshala.com/job/detail/international-sales-specialist-job-in-coimbatore-at-paresha-hr-service-pvt-ltd1741912220,Internshala
Junior Architect,Networkbay Retail,Mumbai,"₹ 3,00,000 - 3,50,000","Adobe Photoshop, Autodesk Revit,",https://internshala.com/job/detail/fresher-junior-architect-job-in-mumbai-at-networkbay-retail1746076141,Internshala
Senior Video Editor,Mudita,Mumbai,"₹ 3,00,000 - 3,50,000","Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing",https://internshala.com/job/detail/junior-video-editor-job-in-mumbai-at-mudita1746006920,Internshala
Recruiter,Zell Education,Mumbai,"₹ 3,00,000 - 3,50,000","English Proficiency (Spoken), English Proficiency (Written)",https://internshala.com/job/detail/recruiter-job-in-mumbai-at-zell-education1745837358,Internshala
Junior Operations Executive,D Shiv Ram Krishan Swami,Jaipur,"₹ 3,00,000 - 3,50,000","Interpersonal skills, MS-Excel, MS-PowerPoint, Time Management",https://internshala.com/job/detail/junior-operations-executive-job-in-jaipur-at-d-shiv-ram-krishan-swami1746521762,Internshala
Customer Acquisition Executive,Cosmos Staffing Solutions,Gurgaon,"₹ 3,00,000 - 3,50,000","Customer Support, Interpersonal skills, MS-Excel, Technical Support,Cab/Transportation facility",https://internshala.com/job/detail/customer-acquisition-executive-job-in-gurgaon-at-cosmos-staffing-solutions1746441742,Internshala
Associate Chartered Accountant (CA),SATTVA SUKUN LIFE CARE LIMITED,Mumbai,"₹ 3,00,000 - 3,50,000","Accounting, MS-Excel, MS-Office, MS-Word, Tally,   ",https://internshala.com/job/detail/chartered-accountant-ca-job-in-mumbai-at-sattva-sukun-life-care-limited1744705253,Internshala
Business Development Associate,Fahad  Siddiqui,Bhopal,"₹ 3,00,000 - 3,50,000","English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel,   ",https://internshala.com/job/detail/business-development-associate-job-in-bhopal-at-fahad-siddiqui1746036757,Internshala
Jewellery Design & Operations Executive,Melrosia Jewellery,Gurgaon,"₹ 3,00,000 - 3,50,000","Canva, Photography, Product Development, Social Media Marketing",https://internshala.com/job/detail/fresher-jewellery-design-operations-executive-job-in-gurgaon-at-melrosia-jewellery1746001429,Internshala
International Sales Executive,Inorbvict Healthcare India Private Limited,Pune,"₹ 3,00,000 - 3,50,000","Client Relationship Management (CRM), Effective Communication, MS-Excel, Sales",https://internshala.com/job/detail/international-sales-executive-job-in-pune-at-inorbvict-healthcare-india-private-limited1745573140,Internshala
Associate Accountant,S. M. Pradhan & Co.,Mumbai,"₹ 3,00,000 - 3,50,000","MS-Office, Tally,   , Cab/Transportation facility",https://internshala.com/job/detail/associate-accountant-job-in-mumbai-at-s-m-pradhan-co1744113108,Internshala
Associate Accountant,Varahi Exports,Hyderabad,"₹ 3,00,000 - 3,50,000","Accounting, English Proficiency (Written), MS-Excel, MS-Office,",https://internshala.com/job/detail/associate-accountant-job-in-hyderabad-at-varahi-exports1744356897,Internshala
Area Property Manager,NestAway Technologies Private Limited,Hyderabad,"₹ 3,00,000 - 3,50,000","Effective Communication, Negotiations, Sales Management",https://internshala.com/job/detail/fresher-area-property-manager-job-in-hyderabad-at-nestaway-technologies-private-limited1745484234,Internshala
Associate Content Writer,The Trading Fox,Jaipur,"₹ 3,00,000 - 3,50,000","Blogging, Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO), Social Media Marketing,   ",https://internshala.com/job/detail/associate-content-writer-job-in-jaipur-at-the-trading-fox1743504241,Internshala
Graphic Designer,Senior World,Delhi,"₹ 3,00,000 - 3,50,000","Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, CorelDRAW, Sketch,,",https://internshala.com/job/detail/graphic-designer-job-in-multiple-locations-at-senior-world1742806539,Internshala
Journal Content Writer,Velozity Global Solutions,Chennai,"₹ 3,00,000 - 3,50,000","Content Writing, Research and Analytics",https://internshala.com/job/detail/journal-content-writer-job-in-chennai-at-velozity-global-solutions1744172318,Internshala
Sales Marketing Executive,CHAMPION DEALERS MUMBAI PRIVATE LIMITED,Mumbai,"₹ 3,00,000 - 3,50,000","Client Relationship Management (CRM), Customer Support, Field Sales, Lead Generation, Market research, Sales Strategy",https://internshala.com/job/detail/sales-marketing-executive-job-in-mumbai-at-champion-dealers-mumbai-private-limited1746636086,Internshala
Customer Advisor,CheQ Digital Private Limited,Bangalore,"₹ 3,00,000 - 3,50,000","Client Interaction, Customer Support, Effective Communication, Email Management,",https://internshala.com/job/detail/fresher-customer-advisor-job-in-bangalore-at-cheq-digital-private-limited1746613198,Internshala
Associate Mechanical Engineer,SystemBender,Mysuru,"₹ 3,00,000 - 3,50,000","AutoCAD, Autodesk Revit, Microsoft Visio",https://internshala.com/job/detail/fresher-associate-mechanical-engineer-job-in-mysuru-at-systembender1746591691,Internshala
Architect,Ankur Khosla,Mumbai,"₹ 3,00,000 - 3,50,000","AutoCAD, Autodesk 3ds Max, Autodesk Revit, Google SketchUp, MS-Office",https://internshala.com/job/detail/architect-job-in-mumbai-at-ankur-khosla1746534799,Internshala
AI Fashion Prompter,Caimera,Work from home,"₹ 3,00,000 - 3,50,000","Adobe Photoshop, AI Image Generation, Fashion Designing, Fashion illustration, Fashion Styling,   ",https://internshala.com/job/detail/fresher-remote-ai-fashion-prompter-job-at-caimera1746529641,Internshala
Business Development Associate,Urban Company,Ahmedabad,"₹ 3,00,000 - 3,50,000","Effective Communication, MS-Excel, Operations, Sales,",https://internshala.com/job/detail/fresher-business-development-associate-job-in-ahmedabad-at-urban-company1746525075,Internshala
Content Writer,Buddha Education Association Incorporation,Delhi,"₹ 3,00,000 - 3,50,000","Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO), Social Media Marketing, Tamil Proficiency (Spoken), Telugu Proficiency (Spoken)",https://internshala.com/job/detail/content-writer-job-in-delhi-at-buddha-education-association-incorporation1746451326,Internshala
Graphic Designer,EuroKids Yelahanka New Town,Work from home,"₹ 3,00,000 - 3,50,000","Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Canva, CorelDRAW, Video Editing",https://internshala.com/job/detail/remote-graphic-designer-job-at-eurokids-yelahanka-new-town1746440550,Internshala
Teacher,Aseema Charitable Trust,Mumbai,"₹ 3,00,000 - 3,50,000","English Proficiency (Spoken), English Proficiency (Written), MS-Office, Subject Matter Expert (SME), Teaching,",https://internshala.com/job/detail/teacher-job-in-mumbai-at-aseema-charitable-trust1746187457,Internshala
Business Development Associate,Conroar,Work from home,"₹ 3,00,000 - 3,50,000","Cold Calling, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Lead Generation, MS-Excel, Prospecting, Sales,   ",https://internshala.com/job/detail/remote-business-development-associate-job-at-conroar1746166404,Internshala
Relationship Officer,Sumridhi,Noida,"₹ 3,00,000 - 3,50,000","Business Development, Client Relationship, Customer Acquisition, Field Sales, Sales",https://internshala.com/job/detail/fresher-relationship-officer-job-in-noida-at-sumridhi1746103840,Internshala
Customer Acquisition Executive,Bridge2job,Work from home,"₹ 3,00,000 - 3,50,000","Effective Communication, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, MS-Office, Sales Strategy",https://internshala.com/job/detail/remote-customer-acquisition-executive-job-at-bridge2job1746089911,Internshala
Junior Social Media Marketing Manager,Samarik Digital (Samarik Tech India Private Limited),Mumbai,"₹ 3,00,000 - 3,50,000","Digital Marketing, English Proficiency (Written), Instagram Marketing, Social Media Marketing,   ",https://internshala.com/job/detail/junior-social-media-marketing-manager-job-in-mumbai-at-samarik-digital-samarik-tech-india-private-limited1745999909,Internshala
Corporate Sales Manager,Salut French,Mumbai,"₹ 3,00,000 - 3,50,000","Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office",https://internshala.com/job/detail/corporate-sales-manager-job-in-mumbai-at-salut-french1745947844,Internshala
Marketing Executive,CHAMPION DEALERS MUMBAI PRIVATE LIMITED,Pune,"₹ 3,00,000 - 3,50,000","Client Relationship Management (CRM), Customer Support, Lead Generation, Market research, Sales Strategy",https://internshala.com/job/detail/marketing-executive-job-in-pune-at-champion-dealers-mumbai-private-limited1745928719,Internshala
Customer Support/Technical Support,Appobile Labs,Bangalore,"₹ 3,00,000 - 3,50,000","Adaptability, Attention to Detail, Client Relationship, Effective Communication, Multitasking, Problem Solving, Technical Support",https://internshala.com/job/detail/customer-support-technical-support-job-in-bangalore-at-appobile-labs1745919648,Internshala
Sales Representative,Manoj  Jagtap,Bangalore,"₹ 3,00,000 - 3,50,000","Client Relationship Management (CRM), MS-Excel, MS-PowerPoint, MS-Word,",https://internshala.com/job/detail/sales-representative-job-in-bangalore-at-manoj-jagtap1745826543,Internshala
Graduate Engineer Trainee – Sales,Heptaverse Technologies Private Limited,Mumbai,"₹ 3,00,000 - 3,50,000","Client Interaction, Client Relationship, Cold Calling, Customer Acquisition, Lead Generation, Marketing Campaigns, Marketing Strategy, Market research, Networking, Presentation skills, Project Management,   ",https://internshala.com/job/detail/fresher-graduate-engineer-trainee--sales-job-in-mumbai-at-heptaverse-technologies-private-limited1745668884,Internshala
Graduate Engineer Trainee – Technical,Heptaverse Technologies Private Limited,Mumbai,"₹ 3,00,000 - 3,50,000","Ansible, Automation, CCNA, Cybersecurity, Network Configuration, Networking, Network protocols, Network Security, Project Management, Python, Terraform,   ",https://internshala.com/job/detail/fresher-graduate-engineer-trainee--technical-job-in-mumbai-at-heptaverse-technologies-private-limited1745668751,Internshala
Junior Operations Executive,Anannt Training Institute,Pune,"₹ 3,00,000 - 3,50,000","Canva, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, MS-Word",https://internshala.com/job/detail/fresher-junior-operations-executive-job-in-pune-at-anannt-training-institute1745573162,Internshala
Area Property Manager,NestAway Technologies Private Limited,Hyderabad,"₹ 3,00,000 - 3,50,000","Effective Communication, Negotiation, Sales Management",https://internshala.com/job/detail/fresher-area-property-manager-job-in-hyderabad-at-nestaway-technologies-private-limited1745560236,Internshala
Business Development Associate,Urban Company,Jaipur,"₹ 3,00,000 - 3,50,000","MS-Excel,,, Life Insurance",https://internshala.com/job/detail/fresher-business-development-associate-job-in-jaipur-at-urban-company1745488956,Internshala
Corporate Sales Manager,Elios Digital,Mumbai,"₹ 3,00,000 - 3,50,000","Client Interaction, Effective Communication, Email Marketing, Interpersonal skills, MS-Office, Negotiation, Sales Strategy",https://internshala.com/job/detail/fresher-corporate-sales-manager-job-in-mumbai-at-elios-digital1745401996,Internshala
Human Resources (HR) Executive,Miracle Group Of Companies - Jaipur,Jaipur,"₹ 3,00,000 - 3,50,000","English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office,",https://internshala.com/job/detail/human-resources-hr-executive-job-in-jaipur-at-miracle-group-of-companies-jaipur1745389838,Internshala
Business Development Executive,Tenanto,Mumbai,"₹ 3,00,000 - 3,50,000","Digital Marketing, Email Marketing, MS-Excel, Social Media Marketing,",https://internshala.com/job/detail/fresher-business-development-executive-job-in-mumbai-at-tenanto1745324553,Internshala
Full Stack Developer,GreyLearn,Mumbai,"₹ 3,00,000 - 3,50,000","JavaScript, MongoDB, MySQL, Node.js, React",https://internshala.com/job/detail/fresher-full-stack-developer-job-in-mumbai-at-greylearn1744976793,Internshala
Business Development Associate,Urban Company,Surat,"₹ 3,00,000 - 3,50,000","Effective Communication, Email Marketing, MS-Excel,, Life Insurance",https://internshala.com/job/detail/business-development-associate-job-in-multiple-locations-at-urban-company1744883331,Internshala
Backend Developer,Excellent Jewels Pvt. Ltd.,Surat,"₹ 3,00,000 - 3,50,000","Django, MySQL, Node.js, PHP, Python,   ",https://internshala.com/job/detail/backend-developer-job-in-surat-at-excellent-jewels-pvt-ltd1744880721,Internshala
Business Development Associate,MentorBoxx,Pune,"₹ 3,00,000 - 3,50,000",Sales,https://internshala.com/job/detail/business-development-associate-job-in-pune-at-mentorboxx1744792487,Internshala
Senior Operations Specialist,Nexografix,Work from home,"₹ 3,00,000 - 3,50,000","HTML, XML,   ",https://internshala.com/job/detail/remote-senior-operations-specialist-job-at-nexografix1744690087,Internshala
Associate Teacher,Raghav V,Hyderabad,"₹ 3,00,000 - 3,50,000","Curriculum Development, English Proficiency (Spoken), English Proficiency (Written), Teaching,   ",https://internshala.com/job/detail/fresher-associate-teacher-job-in-hyderabad-at-raghav-v1744614882,Internshala
Full Time Art Director Junior (Level),Active Digital Marketing,Mumbai,"₹ 3,00,000 - 3,50,000","Adobe Illustrator, Adobe Photoshop, Canva,",https://internshala.com/job/detail/full-time-art-director-junior-level-job-in-multiple-locations-at-active-digital-marketing1744437364,Internshala
Video Editor,Budding Mariners,Jaipur,"₹ 3,00,000 - 3,50,000","Adobe After Effects, Adobe Illustrator, Adobe Premiere Pro, Animation, Audio Editing, Canva, Effective Communication, Final Cut Pro, MS-Excel, Problem Solving, Time Management,   ,",https://internshala.com/job/detail/video-editor-job-in-jaipur-at-budding-mariners1744273902,Internshala
Junior Design Engineer,Saltech Design Labs Private Limited,Ahmedabad,"₹ 3,00,000 - 3,50,000","AutoCAD, Catia, Design Thinking, MS-Excel, SolidWorks,, Cab/Transportation facility",https://internshala.com/job/detail/fresher-junior-design-engineer-job-in-multiple-locations-at-saltech-design-labs-private-limited1744212808,Internshala
Finance Executive,Zell Education,Mumbai,"₹ 3,00,000 - 3,50,000","Client Relationship, English Proficiency (Spoken)",https://internshala.com/job/detail/finance-executive-job-in-mumbai-at-zell-education1744189767,Internshala
Digital Marketing Executive,Indian Hotel Directory,Gurgaon,"₹ 3,00,000 - 3,50,000","Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Optimization (SEO), Social Media Marketing",https://internshala.com/job/detail/digital-marketing-executive-job-in-gurgaon-at-indian-hotel-directory1744184738,Internshala
Business Development Executive,ReportsInsights Consulting Pvt Ltd,Pune,"₹ 3,00,000 - 3,50,000","B2B Sales, Client Interaction, Client Relationship, English Proficiency (Spoken), English Proficiency (Written), Market research, Negotiation, Problem Solving, Sales,",https://internshala.com/job/detail/fresher-business-development-executive-job-in-pune-at-reportsinsights-consulting-pvt-ltd1744108964,Internshala
Recruiter,Sureti Insurance Marketing Private Limited (Sureti IMF),Coimbatore,"₹ 3,00,000 - 3,50,000","Effective Communication,",https://internshala.com/job/detail/fresher-recruiter-job-in-coimbatore-at-sureti-insurance-marketing-private-limited-sureti-imf1744106383,Internshala
Customer Service Executive,NiYO Solutions Incorporation,Bangalore,"₹ 3,00,000 - 3,50,000","English Proficiency (Spoken), English Proficiency (Written)",https://internshala.com/job/detail/fresher-part-time-customer-service-executive-job-in-bangalore-at-niyo-solutions-incorporation1744025014,Internshala
Account Success Manager,BitKea Technologies LLP,Work from home,"₹ 3,00,000 - 3,50,000","Client Relationship Management (CRM), Computer skills, Customer Support, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Moodle,",https://internshala.com/job/detail/remote-account-success-manager-job-at-bitkea-technologies-llp1744008161,Internshala
Associate Video Editor,The Trading Fox,Jaipur,"₹ 3,00,000 - 3,50,000","Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making,   ",https://internshala.com/job/detail/associate-video-editor-job-in-jaipur-at-the-trading-fox1743504299,Internshala
Sales Manager,SkyRoots Ventures LLP,Kozhikode,"₹ 3,00,000 - 3,50,000",N/A,https://internshala.com/job/detail/sales-manager-job-in-multiple-locations-at-skyroots-ventures-llp1746318617,Internshala
Jr. Business Analyst,Xomic Infotech Private Limited,Ahmedabad,"₹ 3,00,000 - 3,50,000",N/A,https://internshala.com/job/detail/jr-business-analyst-job-in-ahmedabad-at-xomic-infotech-private-limited1745109023,Internshala
Jr. Business Analyst,Xomic Infotech Private Limited,Ahmedabad,"₹ 3,00,000 - 3,50,000",N/A,https://internshala.com/job/detail/jr-business-analyst-job-in-ahmedabad-at-xomic-infotech-private-limited1744245033,Internshala
Associate Video Editor,Eva Photo & Films,Bangalore,"₹ 3,00,000 - 3,44,000","Adobe Premiere Pro, DaVinci Resolve, Final Cut Pro, Video Editing,   ",https://internshala.com/job/detail/fresher-associate-video-editor-job-in-bangalore-at-eva-photo-films1742270211,Internshala
Photographer,Eva Photo & Films,Bangalore,"₹ 3,00,000 - 3,44,000","Adobe Photoshop, Adobe Photoshop Lightroom CC, Photography,   ",https://internshala.com/job/detail/fresher-photographer-job-in-bangalore-at-eva-photo-films1742363061,Internshala
Field Sales Executive,Urban Company,Work from home,"₹ 3,00,000 - 3,40,000","Effective Communication, Field Work, Hindi Proficiency (Spoken), Marathi Proficiency(Spoken),",https://internshala.com/job/detail/fresher-remote-field-sales-executive-job-at-urban-company1745299801,Internshala
Human Resources (HR) Associate,Acadecraft Private Limited,Noida,"₹ 3,00,000 - 3,36,000","Recruitment, Resume screening,   ",https://internshala.com/job/detail/human-resources-hr-associate-job-in-noida-at-acadecraft-private-limited1744185020,Internshala
Junior Operations Executive,Oytra,Work from home,"₹ 3,00,000 - 3,30,000","Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Search Engine Optimization (SEO)",https://internshala.com/job/detail/remote-junior-operations-executive-job-at-oytra1745928676,Internshala
Telecaller,Saffron4health,Mumbai,"₹ 3,00,000 - 3,30,000","Collaboration, Coordination, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel, Team Management,   ",https://internshala.com/job/detail/fresher-telecaller-job-in-mumbai-at-saffron4health1745231781,Internshala
Batch Coordinator,IITians Prashikshan Kendra Private Limited,Pune,"₹ 3,00,000 - 3,25,000","Classroom Management, Coordination, Effective Communication, Email Management, Google Forms, MS-Office",https://internshala.com/job/detail/fresher-part-time-batch-coordinator-job-in-pune-at-iitians-prashikshan-kendra-private-limited1744962131,Internshala
Business Development Manager,Avancé Image Management,Mumbai,"₹ 3,00,000 - 3,25,000","Business Development, Client Interaction, Client Relationship, Effective Communication, Sales Management,   ",https://internshala.com/job/detail/part-time-business-development-manager-job-in-mumbai-at-avanc-image-management1744279058,Internshala
